customer_id,meter_id,reading_date,off_peak_units,standard_units,peak_units
18,18,2026-03-01,2.14,2.18,4.18
19,19,2026-03-01,2.41,2.50,4.57
20,20,2026-03-01,2.68,2.83,4.95
21,21,2026-03-01,1.00,2.90,5.00
22,22,2026-03-01,1.27,3.23,1.53
23,23,2026-03-01,1.54,3.55,1.92
24,24,2026-03-01,1.81,3.88,2.30
25,25,2026-03-01,2.08,4.20,2.68
26,26,2026-03-01,2.35,4.53,3.07
27,27,2026-03-01,2.62,2.15,3.45
28,28,2026-03-01,1.14,2.47,3.83
29,29,2026-03-01,1.41,2.80,4.22
30,30,2026-03-01,1.68,3.13,4.60
31,31,2026-03-01,1.75,3.20,4.65
32,32,2026-03-01,2.02,3.53,5.03
33,33,2026-03-01,2.29,3.85,1.57
34,34,2026-03-01,2.56,4.18,1.95
35,35,2026-03-01,1.08,4.50,2.33
36,36,2026-03-01,1.35,2.13,2.72
37,37,2026-03-01,1.62,2.45,3.10
38,38,2026-03-01,1.89,2.78,3.48
39,39,2026-03-01,2.16,3.10,3.87
40,40,2026-03-01,2.43,3.43,4.25
41,41,2026-03-01,2.50,3.50,4.30
42,42,2026-03-01,1.02,3.82,4.68
43,43,2026-03-01,1.29,4.15,5.07
44,44,2026-03-01,1.56,4.48,1.60
45,45,2026-03-01,1.83,2.10,1.98
46,46,2026-03-01,2.10,2.43,2.37
47,47,2026-03-01,2.37,2.75,2.75
48,48,2026-03-01,2.64,3.07,3.13
49,49,2026-03-01,1.16,3.40,3.52
50,50,2026-03-01,1.43,3.73,3.90
51,51,2026-03-01,1.50,3.80,3.95
52,52,2026-03-01,1.77,4.13,4.33
53,53,2026-03-01,2.04,4.45,4.72
54,54,2026-03-01,2.31,2.08,5.10
55,55,2026-03-01,2.58,2.40,1.63
56,56,2026-03-01,1.10,2.73,2.02
57,57,2026-03-01,1.37,3.05,2.40
58,58,2026-03-01,1.64,3.38,2.78
59,59,2026-03-01,1.91,3.70,3.17
60,60,2026-03-01,2.18,4.02,3.55
61,61,2026-03-01,2.25,4.10,3.60
62,62,2026-03-01,2.52,4.43,3.98
63,63,2026-03-01,1.04,2.05,4.37
64,64,2026-03-01,1.31,2.38,4.75
65,65,2026-03-01,1.58,2.70,5.13
66,66,2026-03-01,1.85,3.03,1.67
67,67,2026-03-01,2.12,3.35,2.05
68,68,2026-03-01,2.39,3.68,2.43
69,69,2026-03-01,2.66,4.00,2.82
70,70,2026-03-01,1.18,4.32,3.20
71,71,2026-03-01,1.25,4.40,3.25
72,72,2026-03-01,1.52,2.03,3.63
73,73,2026-03-01,1.79,2.35,4.02
74,74,2026-03-01,2.06,2.68,4.40
75,75,2026-03-01,2.33,3.00,4.78
76,76,2026-03-01,2.60,3.33,5.17
77,77,2026-03-01,1.12,3.65,1.70
78,78,2026-03-01,1.39,3.97,2.08
79,79,2026-03-01,1.66,4.30,2.47
80,80,2026-03-01,1.93,4.63,2.85
81,81,2026-03-01,2.00,2.00,2.90
82,82,2026-03-01,2.27,2.32,3.28
83,83,2026-03-01,2.54,2.65,3.67
84,84,2026-03-01,1.06,2.98,4.05
85,85,2026-03-01,1.33,3.30,4.43
86,86,2026-03-01,1.60,3.63,4.82
87,87,2026-03-01,1.87,3.95,5.20
88,88,2026-03-01,2.14,4.27,1.73
89,89,2026-03-01,2.41,4.60,2.12
90,90,2026-03-01,2.68,2.23,2.50
91,91,2026-03-01,1.00,2.30,2.55
92,92,2026-03-01,1.27,2.63,2.93
93,93,2026-03-01,1.54,2.95,3.32
94,94,2026-03-01,1.81,3.28,3.70
95,95,2026-03-01,2.08,3.60,4.08
96,96,2026-03-01,2.35,3.93,4.47
97,97,2026-03-01,2.62,4.25,4.85
98,98,2026-03-01,1.14,4.58,5.23
99,99,2026-03-01,1.41,2.20,1.77
100,100,2026-03-01,1.68,2.53,2.15
1,1,2026-03-02,1.25,2.30,1.85
2,2,2026-03-02,1.52,2.63,2.23
3,3,2026-03-02,1.79,2.95,2.62
4,4,2026-03-02,2.06,3.28,3.00
5,5,2026-03-02,2.33,3.60,3.38
6,6,2026-03-02,2.60,3.93,3.77
7,7,2026-03-02,1.12,4.25,4.15
8,8,2026-03-02,1.39,4.58,4.53
9,9,2026-03-02,1.66,2.20,4.92
10,10,2026-03-02,1.93,2.53,5.30
11,11,2026-03-02,2.00,2.60,1.50
12,12,2026-03-02,2.27,2.93,1.88
13,13,2026-03-02,2.54,3.25,2.27
14,14,2026-03-02,1.06,3.58,2.65
15,15,2026-03-02,1.33,3.90,3.03
16,16,2026-03-02,1.60,4.23,3.42
17,17,2026-03-02,1.87,4.55,3.80
18,18,2026-03-02,2.14,2.18,4.18
19,19,2026-03-02,2.41,2.50,4.57
20,20,2026-03-02,2.68,2.83,4.95
21,21,2026-03-02,1.00,2.90,5.00
22,22,2026-03-02,1.27,3.23,1.53
23,23,2026-03-02,1.54,3.55,1.92
24,24,2026-03-02,1.81,3.88,2.30
25,25,2026-03-02,2.08,4.20,2.68
26,26,2026-03-02,2.35,4.53,3.07
27,27,2026-03-02,2.62,2.15,3.45
28,28,2026-03-02,1.14,2.47,3.83
29,29,2026-03-02,1.41,2.80,4.22
30,30,2026-03-02,1.68,3.13,4.60
31,31,2026-03-02,1.75,3.20,4.65
32,32,2026-03-02,2.02,3.53,5.03
33,33,2026-03-02,2.29,3.85,1.57
34,34,2026-03-02,2.56,4.18,1.95
35,35,2026-03-02,1.08,4.50,2.33
36,36,2026-03-02,1.35,2.13,2.72
37,37,2026-03-02,1.62,2.45,3.10
38,38,2026-03-02,1.89,2.78,3.48
39,39,2026-03-02,2.16,3.10,3.87
40,40,2026-03-02,2.43,3.43,4.25
41,41,2026-03-02,2.50,3.50,4.30
42,42,2026-03-02,1.02,3.82,4.68
43,43,2026-03-02,1.29,4.15,5.07
44,44,2026-03-02,1.56,4.48,1.60
45,45,2026-03-02,1.83,2.10,1.98
46,46,2026-03-02,2.10,2.43,2.37
47,47,2026-03-02,2.37,2.75,2.75
48,48,2026-03-02,2.64,3.07,3.13
49,49,2026-03-02,1.16,3.40,3.52
50,50,2026-03-02,1.43,3.73,3.90
51,51,2026-03-02,1.50,3.80,3.95
52,52,2026-03-02,1.77,4.13,4.33
53,53,2026-03-02,2.04,4.45,4.72
54,54,2026-03-02,2.31,2.08,5.10
55,55,2026-03-02,2.58,2.40,1.63
56,56,2026-03-02,1.10,2.73,2.02
57,57,2026-03-02,1.37,3.05,2.40
58,58,2026-03-02,1.64,3.38,2.78
59,59,2026-03-02,1.91,3.70,3.17
60,60,2026-03-02,2.18,4.02,3.55
61,61,2026-03-02,2.25,4.10,3.60
62,62,2026-03-02,2.52,4.43,3.98
63,63,2026-03-02,1.04,2.05,4.37
64,64,2026-03-02,1.31,2.38,4.75
65,65,2026-03-02,1.58,2.70,5.13
66,66,2026-03-02,1.85,3.03,1.67
67,67,2026-03-02,2.12,3.35,2.05
68,68,2026-03-02,2.39,3.68,2.43
69,69,2026-03-02,2.66,4.00,2.82
70,70,2026-03-02,1.18,4.32,3.20
71,71,2026-03-02,1.25,4.40,3.25
72,72,2026-03-02,1.52,2.03,3.63
73,73,2026-03-02,1.79,2.35,4.02
74,74,2026-03-02,2.06,2.68,4.40
75,75,2026-03-02,2.33,3.00,4.78
76,76,2026-03-02,2.60,3.33,5.17
77,77,2026-03-02,1.12,3.65,1.70
78,78,2026-03-02,1.39,3.97,2.08
79,79,2026-03-02,1.66,4.30,2.47
80,80,2026-03-02,1.93,4.63,2.85
81,81,2026-03-02,2.00,2.00,2.90
82,82,2026-03-02,2.27,2.32,3.28
83,83,2026-03-02,2.54,2.65,3.67
84,84,2026-03-02,1.06,2.98,4.05
85,85,2026-03-02,1.33,3.30,4.43
86,86,2026-03-02,1.60,3.63,4.82
87,87,2026-03-02,1.87,3.95,5.20
88,88,2026-03-02,2.14,4.27,1.73
89,89,2026-03-02,2.41,4.60,2.12
90,90,2026-03-02,2.68,2.23,2.50
91,91,2026-03-02,1.00,2.30,2.55
92,92,2026-03-02,1.27,2.63,2.93
93,93,2026-03-02,1.54,2.95,3.32
94,94,2026-03-02,1.81,3.28,3.70
95,95,2026-03-02,2.08,3.60,4.08
96,96,2026-03-02,2.35,3.93,4.47
97,97,2026-03-02,2.62,4.25,4.85
98,98,2026-03-02,1.14,4.58,5.23
99,99,2026-03-02,1.41,2.20,1.77
100,100,2026-03-02,1.68,2.53,2.15
1,1,2026-03-03,1.25,2.30,1.85
2,2,2026-03-03,1.52,2.63,2.23
3,3,2026-03-03,1.79,2.95,2.62
4,4,2026-03-03,2.06,3.28,3.00
5,5,2026-03-03,2.33,3.60,3.38
6,6,2026-03-03,2.60,3.93,3.77
7,7,2026-03-03,1.12,4.25,4.15
8,8,2026-03-03,1.39,4.58,4.53
9,9,2026-03-03,1.66,2.20,4.92
10,10,2026-03-03,1.93,2.53,5.30
11,11,2026-03-03,2.00,2.60,1.50
12,12,2026-03-03,2.27,2.93,1.88
13,13,2026-03-03,2.54,3.25,2.27
14,14,2026-03-03,1.06,3.58,2.65
15,15,2026-03-03,1.33,3.90,3.03
16,16,2026-03-03,1.60,4.23,3.42
17,17,2026-03-03,1.87,4.55,3.80
18,18,2026-03-03,2.14,2.18,4.18
19,19,2026-03-03,2.41,2.50,4.57
20,20,2026-03-03,2.68,2.83,4.95
21,21,2026-03-03,1.00,2.90,5.00
22,22,2026-03-03,1.27,3.23,1.53
23,23,2026-03-03,1.54,3.55,1.92
24,24,2026-03-03,1.81,3.88,2.30
25,25,2026-03-03,2.08,4.20,2.68
26,26,2026-03-03,2.35,4.53,3.07
27,27,2026-03-03,2.62,2.15,3.45
28,28,2026-03-03,1.14,2.47,3.83
29,29,2026-03-03,1.41,2.80,4.22
30,30,2026-03-03,1.68,3.13,4.60
31,31,2026-03-03,1.75,3.20,4.65
32,32,2026-03-03,2.02,3.53,5.03
33,33,2026-03-03,2.29,3.85,1.57
34,34,2026-03-03,2.56,4.18,1.95
35,35,2026-03-03,1.08,4.50,2.33
36,36,2026-03-03,1.35,2.13,2.72
37,37,2026-03-03,1.62,2.45,3.10
38,38,2026-03-03,1.89,2.78,3.48
39,39,2026-03-03,2.16,3.10,3.87
40,40,2026-03-03,2.43,3.43,4.25
41,41,2026-03-03,2.50,3.50,4.30
42,42,2026-03-03,1.02,3.82,4.68
43,43,2026-03-03,1.29,4.15,5.07
44,44,2026-03-03,1.56,4.48,1.60
45,45,2026-03-03,1.83,2.10,1.98
46,46,2026-03-03,2.10,2.43,2.37
47,47,2026-03-03,2.37,2.75,2.75
48,48,2026-03-03,2.64,3.07,3.13
49,49,2026-03-03,1.16,3.40,3.52
50,50,2026-03-03,1.43,3.73,3.90
51,51,2026-03-03,1.50,3.80,3.95
52,52,2026-03-03,1.77,4.13,4.33
53,53,2026-03-03,2.04,4.45,4.72
54,54,2026-03-03,2.31,2.08,5.10
55,55,2026-03-03,2.58,2.40,1.63
56,56,2026-03-03,1.10,2.73,2.02
57,57,2026-03-03,1.37,3.05,2.40
58,58,2026-03-03,1.64,3.38,2.78
59,59,2026-03-03,1.91,3.70,3.17
60,60,2026-03-03,2.18,4.02,3.55
61,61,2026-03-03,2.25,4.10,3.60
62,62,2026-03-03,2.52,4.43,3.98
63,63,2026-03-03,1.04,2.05,4.37
64,64,2026-03-03,1.31,2.38,4.75
65,65,2026-03-03,1.58,2.70,5.13
66,66,2026-03-03,1.85,3.03,1.67
67,67,2026-03-03,2.12,3.35,2.05
68,68,2026-03-03,2.39,3.68,2.43
69,69,2026-03-03,2.66,4.00,2.82
70,70,2026-03-03,1.18,4.32,3.20
71,71,2026-03-03,1.25,4.40,3.25
72,72,2026-03-03,1.52,2.03,3.63
73,73,2026-03-03,1.79,2.35,4.02
74,74,2026-03-03,2.06,2.68,4.40
75,75,2026-03-03,2.33,3.00,4.78
76,76,2026-03-03,2.60,3.33,5.17
77,77,2026-03-03,1.12,3.65,1.70
78,78,2026-03-03,1.39,3.97,2.08
79,79,2026-03-03,1.66,4.30,2.47
80,80,2026-03-03,1.93,4.63,2.85
81,81,2026-03-03,2.00,2.00,2.90
82,82,2026-03-03,2.27,2.32,3.28
83,83,2026-03-03,2.54,2.65,3.67
84,84,2026-03-03,1.06,2.98,4.05
85,85,2026-03-03,1.33,3.30,4.43
86,86,2026-03-03,1.60,3.63,4.82
87,87,2026-03-03,1.87,3.95,5.20
88,88,2026-03-03,2.14,4.27,1.73
89,89,2026-03-03,2.41,4.60,2.12
90,90,2026-03-03,2.68,2.23,2.50
91,91,2026-03-03,1.00,2.30,2.55
92,92,2026-03-03,1.27,2.63,2.93
93,93,2026-03-03,1.54,2.95,3.32
94,94,2026-03-03,1.81,3.28,3.70
95,95,2026-03-03,2.08,3.60,4.08
96,96,2026-03-03,2.35,3.93,4.47
97,97,2026-03-03,2.62,4.25,4.85
98,98,2026-03-03,1.14,4.58,5.23
99,99,2026-03-03,1.41,2.20,1.77
100,100,2026-03-03,1.68,2.53,2.15
1,1,2026-03-04,1.25,2.30,1.85
2,2,2026-03-04,1.52,2.63,2.23
3,3,2026-03-04,1.79,2.95,2.62
4,4,2026-03-04,2.06,3.28,3.00
5,5,2026-03-04,2.33,3.60,3.38
6,6,2026-03-04,2.60,3.93,3.77
7,7,2026-03-04,1.12,4.25,4.15
8,8,2026-03-04,1.39,4.58,4.53
9,9,2026-03-04,1.66,2.20,4.92
10,10,2026-03-04,1.93,2.53,5.30
11,11,2026-03-04,2.00,2.60,1.50
12,12,2026-03-04,2.27,2.93,1.88
13,13,2026-03-04,2.54,3.25,2.27
14,14,2026-03-04,1.06,3.58,2.65
15,15,2026-03-04,1.33,3.90,3.03
16,16,2026-03-04,1.60,4.23,3.42
17,17,2026-03-04,1.87,4.55,3.80
18,18,2026-03-04,2.14,2.18,4.18
19,19,2026-03-04,2.41,2.50,4.57
20,20,2026-03-04,2.68,2.83,4.95
21,21,2026-03-04,1.00,2.90,5.00
22,22,2026-03-04,1.27,3.23,1.53
23,23,2026-03-04,1.54,3.55,1.92
24,24,2026-03-04,1.81,3.88,2.30
25,25,2026-03-04,2.08,4.20,2.68
26,26,2026-03-04,2.35,4.53,3.07
27,27,2026-03-04,2.62,2.15,3.45
28,28,2026-03-04,1.14,2.47,3.83
29,29,2026-03-04,1.41,2.80,4.22
30,30,2026-03-04,1.68,3.13,4.60
31,31,2026-03-04,1.75,3.20,4.65
32,32,2026-03-04,2.02,3.53,5.03
33,33,2026-03-04,2.29,3.85,1.57
34,34,2026-03-04,2.56,4.18,1.95
35,35,2026-03-04,1.08,4.50,2.33
36,36,2026-03-04,1.35,2.13,2.72
37,37,2026-03-04,1.62,2.45,3.10
38,38,2026-03-04,1.89,2.78,3.48
39,39,2026-03-04,2.16,3.10,3.87
40,40,2026-03-04,2.43,3.43,4.25
41,41,2026-03-04,2.50,3.50,4.30
42,42,2026-03-04,1.02,3.82,4.68
43,43,2026-03-04,1.29,4.15,5.07
44,44,2026-03-04,1.56,4.48,1.60
45,45,2026-03-04,1.83,2.10,1.98
46,46,2026-03-04,2.10,2.43,2.37
47,47,2026-03-04,2.37,2.75,2.75
48,48,2026-03-04,2.64,3.07,3.13
49,49,2026-03-04,1.16,3.40,3.52
50,50,2026-03-04,1.43,3.73,3.90
51,51,2026-03-04,1.50,3.80,3.95
52,52,2026-03-04,1.77,4.13,4.33
53,53,2026-03-04,2.04,4.45,4.72
54,54,2026-03-04,2.31,2.08,5.10
55,55,2026-03-04,2.58,2.40,1.63
56,56,2026-03-04,1.10,2.73,2.02
57,57,2026-03-04,1.37,3.05,2.40
58,58,2026-03-04,1.64,3.38,2.78
59,59,2026-03-04,1.91,3.70,3.17
60,60,2026-03-04,2.18,4.02,3.55
61,61,2026-03-04,2.25,4.10,3.60
62,62,2026-03-04,2.52,4.43,3.98
63,63,2026-03-04,1.04,2.05,4.37
64,64,2026-03-04,1.31,2.38,4.75
65,65,2026-03-04,1.58,2.70,5.13
66,66,2026-03-04,1.85,3.03,1.67
67,67,2026-03-04,2.12,3.35,2.05
68,68,2026-03-04,2.39,3.68,2.43
69,69,2026-03-04,2.66,4.00,2.82
70,70,2026-03-04,1.18,4.32,3.20
71,71,2026-03-04,1.25,4.40,3.25
72,72,2026-03-04,1.52,2.03,3.63
73,73,2026-03-04,1.79,2.35,4.02
74,74,2026-03-04,2.06,2.68,4.40
75,75,2026-03-04,2.33,3.00,4.78
76,76,2026-03-04,2.60,3.33,5.17
77,77,2026-03-04,1.12,3.65,1.70
78,78,2026-03-04,1.39,3.97,2.08
79,79,2026-03-04,1.66,4.30,2.47
80,80,2026-03-04,1.93,4.63,2.85
81,81,2026-03-04,2.00,2.00,2.90
82,82,2026-03-04,2.27,2.32,3.28
83,83,2026-03-04,2.54,2.65,3.67
84,84,2026-03-04,1.06,2.98,4.05
85,85,2026-03-04,1.33,3.30,4.43
86,86,2026-03-04,1.60,3.63,4.82
87,87,2026-03-04,1.87,3.95,5.20
88,88,2026-03-04,2.14,4.27,1.73
89,89,2026-03-04,2.41,4.60,2.12
90,90,2026-03-04,2.68,2.23,2.50
91,91,2026-03-04,1.00,2.30,2.55
92,92,2026-03-04,1.27,2.63,2.93
93,93,2026-03-04,1.54,2.95,3.32
94,94,2026-03-04,1.81,3.28,3.70
95,95,2026-03-04,2.08,3.60,4.08
96,96,2026-03-04,2.35,3.93,4.47
97,97,2026-03-04,2.62,4.25,4.85
98,98,2026-03-04,1.14,4.58,5.23
99,99,2026-03-04,1.41,2.20,1.77
100,100,2026-03-04,1.68,2.53,2.15
1,1,2026-03-05,1.25,2.30,1.85
2,2,2026-03-05,1.52,2.63,2.23
3,3,2026-03-05,1.79,2.95,2.62
4,4,2026-03-05,2.06,3.28,3.00
5,5,2026-03-05,2.33,3.60,3.38
6,6,2026-03-05,2.60,3.93,3.77
7,7,2026-03-05,1.12,4.25,4.15
8,8,2026-03-05,1.39,4.58,4.53
9,9,2026-03-05,1.66,2.20,4.92
10,10,2026-03-05,1.93,2.53,5.30
11,11,2026-03-05,2.00,2.60,1.50
12,12,2026-03-05,2.27,2.93,1.88
13,13,2026-03-05,2.54,3.25,2.27
14,14,2026-03-05,1.06,3.58,2.65
15,15,2026-03-05,1.33,3.90,3.03
16,16,2026-03-05,1.60,4.23,3.42
17,17,2026-03-05,1.87,4.55,3.80
18,18,2026-03-05,2.14,2.18,4.18
19,19,2026-03-05,2.41,2.50,4.57
20,20,2026-03-05,2.68,2.83,4.95
21,21,2026-03-05,1.00,2.90,5.00
22,22,2026-03-05,1.27,3.23,1.53
23,23,2026-03-05,1.54,3.55,1.92
24,24,2026-03-05,1.81,3.88,2.30
25,25,2026-03-05,2.08,4.20,2.68
26,26,2026-03-05,2.35,4.53,3.07
27,27,2026-03-05,2.62,2.15,3.45
28,28,2026-03-05,1.14,2.47,3.83
29,29,2026-03-05,1.41,2.80,4.22
30,30,2026-03-05,1.68,3.13,4.60
31,31,2026-03-05,1.75,3.20,4.65
32,32,2026-03-05,2.02,3.53,5.03
33,33,2026-03-05,2.29,3.85,1.57
34,34,2026-03-05,2.56,4.18,1.95
35,35,2026-03-05,1.08,4.50,2.33
36,36,2026-03-05,1.35,2.13,2.72
37,37,2026-03-05,1.62,2.45,3.10
38,38,2026-03-05,1.89,2.78,3.48
39,39,2026-03-05,2.16,3.10,3.87
40,40,2026-03-05,2.43,3.43,4.25
41,41,2026-03-05,2.50,3.50,4.30
42,42,2026-03-05,1.02,3.82,4.68
43,43,2026-03-05,1.29,4.15,5.07
44,44,2026-03-05,1.56,4.48,1.60
45,45,2026-03-05,1.83,2.10,1.98
46,46,2026-03-05,2.10,2.43,2.37
47,47,2026-03-05,2.37,2.75,2.75
48,48,2026-03-05,2.64,3.07,3.13
49,49,2026-03-05,1.16,3.40,3.52
50,50,2026-03-05,1.43,3.73,3.90
51,51,2026-03-05,1.50,3.80,3.95
52,52,2026-03-05,1.77,4.13,4.33
53,53,2026-03-05,2.04,4.45,4.72
54,54,2026-03-05,2.31,2.08,5.10
55,55,2026-03-05,2.58,2.40,1.63
56,56,2026-03-05,1.10,2.73,2.02
57,57,2026-03-05,1.37,3.05,2.40
58,58,2026-03-05,1.64,3.38,2.78
59,59,2026-03-05,1.91,3.70,3.17
60,60,2026-03-05,2.18,4.02,3.55
61,61,2026-03-05,2.25,4.10,3.60
62,62,2026-03-05,2.52,4.43,3.98
63,63,2026-03-05,1.04,2.05,4.37
64,64,2026-03-05,1.31,2.38,4.75
65,65,2026-03-05,1.58,2.70,5.13
66,66,2026-03-05,1.85,3.03,1.67
67,67,2026-03-05,2.12,3.35,2.05
68,68,2026-03-05,2.39,3.68,2.43
69,69,2026-03-05,2.66,4.00,2.82
70,70,2026-03-05,1.18,4.32,3.20
71,71,2026-03-05,1.25,4.40,3.25
72,72,2026-03-05,1.52,2.03,3.63
73,73,2026-03-05,1.79,2.35,4.02
74,74,2026-03-05,2.06,2.68,4.40
75,75,2026-03-05,2.33,3.00,4.78
76,76,2026-03-05,2.60,3.33,5.17
77,77,2026-03-05,1.12,3.65,1.70
78,78,2026-03-05,1.39,3.97,2.08
79,79,2026-03-05,1.66,4.30,2.47
80,80,2026-03-05,1.93,4.63,2.85
81,81,2026-03-05,2.00,2.00,2.90
82,82,2026-03-05,2.27,2.32,3.28
83,83,2026-03-05,2.54,2.65,3.67
84,84,2026-03-05,1.06,2.98,4.05
85,85,2026-03-05,1.33,3.30,4.43
86,86,2026-03-05,1.60,3.63,4.82
87,87,2026-03-05,1.87,3.95,5.20
88,88,2026-03-05,2.14,4.27,1.73
89,89,2026-03-05,2.41,4.60,2.12
90,90,2026-03-05,2.68,2.23,2.50
91,91,2026-03-05,1.00,2.30,2.55
92,92,2026-03-05,1.27,2.63,2.93
93,93,2026-03-05,1.54,2.95,3.32
94,94,2026-03-05,1.81,3.28,3.70
95,95,2026-03-05,2.08,3.60,4.08
96,96,2026-03-05,2.35,3.93,4.47
97,97,2026-03-05,2.62,4.25,4.85
98,98,2026-03-05,1.14,4.58,5.23
99,99,2026-03-05,1.41,2.20,1.77
100,100,2026-03-05,1.68,2.53,2.15
1,1,2026-03-06,1.25,2.30,1.85
2,2,2026-03-06,1.52,2.63,2.23
3,3,2026-03-06,1.79,2.95,2.62
4,4,2026-03-06,2.06,3.28,3.00
5,5,2026-03-06,2.33,3.60,3.38
6,6,2026-03-06,2.60,3.93,3.77
7,7,2026-03-06,1.12,4.25,4.15
8,8,2026-03-06,1.39,4.58,4.53
9,9,2026-03-06,1.66,2.20,4.92
10,10,2026-03-06,1.93,2.53,5.30
11,11,2026-03-06,2.00,2.60,1.50
12,12,2026-03-06,2.27,2.93,1.88
13,13,2026-03-06,2.54,3.25,2.27
14,14,2026-03-06,1.06,3.58,2.65
15,15,2026-03-06,1.33,3.90,3.03
16,16,2026-03-06,1.60,4.23,3.42
17,17,2026-03-06,1.87,4.55,3.80
18,18,2026-03-06,2.14,2.18,4.18
19,19,2026-03-06,2.41,2.50,4.57
20,20,2026-03-06,2.68,2.83,4.95
21,21,2026-03-06,1.00,2.90,5.00
22,22,2026-03-06,1.27,3.23,1.53
23,23,2026-03-06,1.54,3.55,1.92
24,24,2026-03-06,1.81,3.88,2.30
25,25,2026-03-06,2.08,4.20,2.68
26,26,2026-03-06,2.35,4.53,3.07
27,27,2026-03-06,2.62,2.15,3.45
28,28,2026-03-06,1.14,2.47,3.83
29,29,2026-03-06,1.41,2.80,4.22
30,30,2026-03-06,1.68,3.13,4.60
31,31,2026-03-06,1.75,3.20,4.65
32,32,2026-03-06,2.02,3.53,5.03
33,33,2026-03-06,2.29,3.85,1.57
34,34,2026-03-06,2.56,4.18,1.95
35,35,2026-03-06,1.08,4.50,2.33
36,36,2026-03-06,1.35,2.13,2.72
37,37,2026-03-06,1.62,2.45,3.10
38,38,2026-03-06,1.89,2.78,3.48
39,39,2026-03-06,2.16,3.10,3.87
40,40,2026-03-06,2.43,3.43,4.25
41,41,2026-03-06,2.50,3.50,4.30
42,42,2026-03-06,1.02,3.82,4.68
43,43,2026-03-06,1.29,4.15,5.07
44,44,2026-03-06,1.56,4.48,1.60
45,45,2026-03-06,1.83,2.10,1.98
46,46,2026-03-06,2.10,2.43,2.37
47,47,2026-03-06,2.37,2.75,2.75
48,48,2026-03-06,2.64,3.07,3.13
49,49,2026-03-06,1.16,3.40,3.52
50,50,2026-03-06,1.43,3.73,3.90
51,51,2026-03-06,1.50,3.80,3.95
52,52,2026-03-06,1.77,4.13,4.33
53,53,2026-03-06,2.04,4.45,4.72
54,54,2026-03-06,2.31,2.08,5.10
55,55,2026-03-06,2.58,2.40,1.63
56,56,2026-03-06,1.10,2.73,2.02
57,57,2026-03-06,1.37,3.05,2.40
58,58,2026-03-06,1.64,3.38,2.78
59,59,2026-03-06,1.91,3.70,3.17
60,60,2026-03-06,2.18,4.02,3.55
61,61,2026-03-06,2.25,4.10,3.60
62,62,2026-03-06,2.52,4.43,3.98
63,63,2026-03-06,1.04,2.05,4.37
64,64,2026-03-06,1.31,2.38,4.75
65,65,2026-03-06,1.58,2.70,5.13
66,66,2026-03-06,1.85,3.03,1.67
67,67,2026-03-06,2.12,3.35,2.05
68,68,2026-03-06,2.39,3.68,2.43
69,69,2026-03-06,2.66,4.00,2.82
70,70,2026-03-06,1.18,4.32,3.20
71,71,2026-03-06,1.25,4.40,3.25
72,72,2026-03-06,1.52,2.03,3.63
73,73,2026-03-06,1.79,2.35,4.02
74,74,2026-03-06,2.06,2.68,4.40
75,75,2026-03-06,2.33,3.00,4.78
76,76,2026-03-06,2.60,3.33,5.17
77,77,2026-03-06,1.12,3.65,1.70
78,78,2026-03-06,1.39,3.97,2.08
79,79,2026-03-06,1.66,4.30,2.47
80,80,2026-03-06,1.93,4.63,2.85
81,81,2026-03-06,2.00,2.00,2.90
82,82,2026-03-06,2.27,2.32,3.28
83,83,2026-03-06,2.54,2.65,3.67
84,84,2026-03-06,1.06,2.98,4.05
85,85,2026-03-06,1.33,3.30,4.43
86,86,2026-03-06,1.60,3.63,4.82
87,87,2026-03-06,1.87,3.95,5.20
88,88,2026-03-06,2.14,4.27,1.73
89,89,2026-03-06,2.41,4.60,2.12
90,90,2026-03-06,2.68,2.23,2.50
91,91,2026-03-06,1.00,2.30,2.55
92,92,2026-03-06,1.27,2.63,2.93
93,93,2026-03-06,1.54,2.95,3.32
94,94,2026-03-06,1.81,3.28,3.70
95,95,2026-03-06,2.08,3.60,4.08
96,96,2026-03-06,2.35,3.93,4.47
97,97,2026-03-06,2.62,4.25,4.85
98,98,2026-03-06,1.14,4.58,5.23
99,99,2026-03-06,1.41,2.20,1.77
100,100,2026-03-06,1.68,2.53,2.15
1,1,2026-03-07,1.25,2.30,1.85
2,2,2026-03-07,1.52,2.63,2.23
3,3,2026-03-07,1.79,2.95,2.62
4,4,2026-03-07,2.06,3.28,3.00
5,5,2026-03-07,2.33,3.60,3.38
6,6,2026-03-07,2.60,3.93,3.77
7,7,2026-03-07,1.12,4.25,4.15
8,8,2026-03-07,1.39,4.58,4.53
9,9,2026-03-07,1.66,2.20,4.92
10,10,2026-03-07,1.93,2.53,5.30
11,11,2026-03-07,2.00,2.60,1.50
12,12,2026-03-07,2.27,2.93,1.88
13,13,2026-03-07,2.54,3.25,2.27
14,14,2026-03-07,1.06,3.58,2.65
15,15,2026-03-07,1.33,3.90,3.03
16,16,2026-03-07,1.60,4.23,3.42
17,17,2026-03-07,1.87,4.55,3.80
18,18,2026-03-07,2.14,2.18,4.18
19,19,2026-03-07,2.41,2.50,4.57
20,20,2026-03-07,2.68,2.83,4.95
21,21,2026-03-07,1.00,2.90,5.00
22,22,2026-03-07,1.27,3.23,1.53
23,23,2026-03-07,1.54,3.55,1.92
24,24,2026-03-07,1.81,3.88,2.30
